Gene_Symbol,Gene_Length
ZNF354A,19181
FAM50A,6529
MED16,25256
MBD6,7272
LOC284260,504756
NAPSB,10948
ASPRV1,2173
SLC36A1,44777
ETV6,245537
OGDH,102548
ATP11A,196839
TMEM176B,10072
SNRPB2,11808
RPIA,59276
HOMER2,103747
ZNF79,20998
HVCN1,41126
KIF24,76820
COX6C,16019
PI4KAP2,44493
PDE9A,121756
AP5M1,21191
SIK2,124462
C9orf41,45437
CAND1,45327
MSH3,222167
CNOT7,17647
DCUN1D4,73727
PER3,60474
NAP1L3,2757
CTNS,26635
PPARGC1B,124770
HMGN5,88241
ALKBH3,39468
PRKCDBP,1564
SERPINF1,15600
NABP2,5513
TK2,42409
EFCAB4A,4406
THNSL1,10085
VPS4A,13659
TRPT1,2455
TRIM21,8799
SPEN,92591
DPYSL2,143984
B9D1,40628
SETD5,80435
PIGW,3747
LOC441081,5286
EPB41L5,166093
TMEM218,17393
DHX15,57096
TNFAIP8L2,3120
ZMYND10,4619
NOL8,28236
PCDHAC2,46182
FAM126A,72892
TBCA,85190
MLLT10P1,554
LOC727896,3408
THAP11,1885
GRSF1,24128
HLX,5657
C16orf95,14622
WASH5P,10015
INTS8,57203
JMJD7,9502
CACUL1,74264
ANTXR2,171706
BIN3,48714
FKBP1A,24195
PJA2,75265
NFKBID,12409
B4GALT7,10227
CMTM6,21599
FTSJ3,8238
KCNS1,8803
REPS2,206589
UTP20,106492
H6PD,36531
PSMD8,9274
QKI,163953
ZMYM5,40152
IZUMO4,2715
NEU4,8579
UVRAG,329070
RBM14-RBM4,29891
SFT2D3,2810
TEAD3,23487
PRKRA,19817
ZNF524,2774
F2RL1,16307
SKA3,23007
GTF2IRD2,57357
TBC1D10B,13100
IKBKG,22802
ZNF628,8155
ZFY,47435
FLJ13197,51927
LOC338799,8217
DYNLRB2,9687
SLC9A3R2,12158
RNPS1,15313
HNRNPH3,11185
CDCA3,2484
CAMLG,13680
LLGL1,19252
SMYD2,55912
RPL26,5731
ARMC6,24600
THAP4,52905
AKR1A1,19268
SLFN11,23391
CEACAM21,10666
AMZ2,9160
TRAPPC1,1654
KIFAP3,153409
ZBTB38,125577
SELT,27168
C2orf49,7971
GPR107,86463
ZKSCAN8,15520
C11orf54,21454
KANSL2,29040
EBNA1BP2,8396
TDRKH,18969
AK1,11263
LOC100130357,16291
TCAM1P,7363
KCNQ5,577002
CEP170,130978
AMACR,21129
EIF4G3,370596
CLSTN1,95471
RCCD1,8249
KIDINS220,108768
MAPKBP1,53421
HCK,49666
RAB27A,86849
DARS2,33885
ETV3,13924
JMJD1C,298734
DCUN1D3,42165
ZNF814,19695
CD82,54174
GBA,10414
URGCP-MRPS24,40074
NUF2,33830
GNA12,116218
MAT2A,6302
PDDC1,10264
KTN1,104377
STX4,7072
BTN2A2,11776
SEPHS1,30860
AP4S1,71344
FCF1,23540
U2AF1,14622
CPEB3,242478
DEK,40399
HIST1H3J,477
NELFA,26521
BRMS1,7778
IRAK4,30599
DTX3L,10864
NUDT22,3758
GNRHR,18705
USP31,87863
B4GALT3,6658
CSNK1G2-AS1,2022
FAM185A,60273
DZIP3,105356
TTLL5,293874
ENTPD4,28579
NXPE3,49046
STIL,64008
RAB26,5490
SEC16A,43663
CEACAM4,8098
HLA-DPB1,13770
CDK18,28237
YTHDF1,20756
MROH1,113924
XPNPEP1,58787
METTL1,3563
SPPL2A,58173
ACTR5,23992
ATP6V0C,6497
PARP3,6522
AP2S1,12780
PSENEN,1409
FAM227A,78509
WDFY3,296851
RCBTB2,44217
NME1-NME2,18208
STON1,68346
USH2A,800502
UQCR10,3044
TINAGL1,11201
CAPNS1,10337
UBAC2,186074
CTBP2,173206
NAE1,28098
FAM169A,89264
TP53INP2,9089
MIEN1,1379
FAM181A,10714
SNRPA1,13745
NEURL2,2815
ITPKA,9701
ENTPD8,7085
CYB5B,41669
DNAH10,173225
ZNF555,19039
LCTL,17298
RCAN3,34669
FENDRR,34335
PPP6R1,28891
EFR3A,109530
BCL2,196034
LOC283663,7404
ATAD5,63272
TREM2,4680
PPP1R18,11506
LINC00116,11411
MYRF,35868
FAM214A,97302
FBXL6,3095
C11orf82,32962
FUBP1,31186
PTMS,4577
GKAP1,78416
PEF1,15375
VTI1B,23735
DEAF1,51515
CHCHD4,12794
CGRRF1,28747
GGN,3676
SART3,39174
EPAS1,89301
DCLRE1C,47223
TFB2M,25702
ZBTB33,7644
ZNF626,41657
SUPT20H,50399
KCNIP4-IT1,9847
TRIM39-RPP21,17547
ZNF236,146566
MTPN,50701
DGUOK,32135
DNAJA1,13853
TRPM2,89480
CD97,27581
SAR1B,31694
PUS1,14661
SUPT4H1,7063
TPTEP1,46919
NCDN,8987
VPS26A,48708
COL4A4,161848
GNPAT,36800
LGALS8-AS1,1439
TMEM33,25687
SCN9A,180800
SPAG7,8611
MLF2,5478
ACTR3B,95630
COMT,28235
COPE,19876
ANKRD12,149232
RNF121,68875
LRRC48,44062
STK36,30691
SMARCD1,15511
KANSL3,45224
DOLPP1,9334
FOXM1,19474
RAB34,3987
UBR7,22160
ABCB5,141392
SMAD1,77374
NECAP1,15566
XPR1,258269
ENOSF1,42338
CASC5,68434
RPL13P5,623
SRRT,13584
SIRPB1,55660
CLCN6,37048
UBE4A,39630
MPDZ,173860
CA8,92531
BRD8,38899
SCARNA7,329
PHKA2,92064
GPR137C,84565
CCDC88B,17316
NMU,41067
GSTM3,7106
SNORA74B,203
ST7L,95899
REEP5,45950
SRSF6,5740
TUSC1,2469
SLC16A7,193814
CCT6P1,12570
MROH8,78345
OGFOD3,29427
STX3,50823
POGZ,56741
C6orf170,255017
USE1,4483
UNC119B,13205
PPM1K,27222
LINC00294,3304
TMEM8B,25622
HIST1H2AC,545
GNPDA2,24839
PPM1M,4806
NR4A1,36675
GNB2L1,6978
ANP32B,32735
PPP1R15A,3670
Sep-03,21294
PSMF1,54520
KCTD16,306507
TMEM69,6261
MED15,80033
ATP6V1B2,24503
ABL1,173794
RPL23,3732
CTPS1,33228
FAM120C,114957
TIA1,39203
LOC728431,19564
NBPF15,38079
JPH4,10765
RPS6,3981
DHX37,42297
ZC2HC1A,53715
USP14,55256
CD109,132533
ADCK5,20722
LOC645212,2418
TAS2R20,1913
RGL4,8315
ATL2,82403
CYBA,7795
WDR6,8749
GPR153,13629
RANBP2,66330
HSD17B1,3248
PSD3,486383
FAM86EP,13479
BAZ2B,297569
FRG1B,22128
RPL38,6224
GNRH1,5782
TMEM65,61781
EMB,45203
NMT2,62924
CEP120,78707
FTSJD1,7306
ZC4H2,118942
ZNF232,17366
MIR4741,89
PRR12,34784
TTC7B,275829
MANEA,31955
EXOSC3,5378
HAUS1,24001
LOC619207,14521
MMP24,50265
PHTF1,61953
ATP5C1,19669
PCDHA1,226053
EPHB1,465208
RFX7,152752
TOB2,13535
ZNF71,28880
SH3BGRL2,72369
LOC100133091,78641
LINC00657,5342
SERTAD1,3523
RNF152,78000
DCLRE1A,19680
FAM213A,25168
DNLZ,1911
PSMD3,17192
C12orf43,13452
SNHG8,1061
MYL5,4106
MAD2L1,7434
PRKAG1,16574
MACC1,82734
PGLYRP2,10858
PURB,9068
FAM45B,33747
SLX4IP,188076
NAV3,381721
SGK494,6229
SPC25,19543
NOP9,5276
TP53I11,18958
FBP1,37110
PAPOLA,64740
DOK2,4821
SGK223,63999
USP40,90071
CSTF2,20575
LOC100505761,6476
HPGD,32721
MRPL22,28338
TMEM241,141946
SIPA1L1,210078
SLC37A2,27399
FANCE,14743
WDR35,79855
ETS2,19647
MDGA1,65482
ZNF438,187301
NUDT1,8923
BROX,20200
PIGK,130465
BCAS3,715027
GPRIN3,63732
RAD52,37608
TOR2A,3825
RLTPR,12442
YPEL2,70042
LOC493754,24945
ZNF318,33373
GMCL1,49909
MAPK1IP1L,18550
SAMD8,70488
FAM217B,14883
ACOT4,4060
SNX29,597544
THEM6,9729
CDC42EP2,7611
SRCAP,40988
LOC100506469,5291
LOC100144595,21585
XPC,33524
CANX,32709
DCUN1D1,37767
IGF2,20486
OGT,42835
CPNE9,26082
PIGO,7913
LOC282997,2014
ZNF32-AS1,1175
PINX1,74415
SEPP1,12042
KHDRBS2,606235
ITPA,15002
C3orf70,74964
PRRC1,37471
FOSL2,21737
CROCC,51029
ZNF227,24730
ELF4,45793
C1QTNF3-AMACR,137542
SNORA65,135
USP17L8,1592
RASA4,37112
LRRC4,3878
PTPRN2,1048732
SLC12A9,14293
ZKSCAN5,29172
C9orf43,18857
ISOC2,8703
PSME1,2798
CRELD1,11573
CHERP,24563
PRDM11,141111
BST2,2629
CRKL,36323
BAD,14876
CHST12,31021
ALS2CR8,74082
FAM26F,2401
ALDH5A1,42238
C1orf94,52107
EPHA4,154263
SNRPN,154935
KLHL33,6831
ORAI2,23291
RBM48,8736
SLC19A1,27756
PAFAH1B3,5767
BLOC1S1-RDH5,8708
BRAP,43840
C19orf71,4873
NDUFB8,6139
DNAJB5,8792
MTMR1,71706
RPS6KB2,6944
BOLA3,12511
ATAD2B,178402
FBXO28,47960
FGFR1,57696
ACSF2,48681
KRAS,45674
ZNF768,2588
SLC23A2,157937
C1D,20827
KLF16,11166
CENPE,92603
COG6,136038
EZH2,76977
DNHD1,74728
HDAC3,15980
ZNF28,24261
BRCC3,51654
ACAD11,101993
PYGO2,4756
LNPEP,93769
RPL37,3957
AHI1,213793
MEIS1,137359
ZNF292,108137
TMEM245,104810
SMARCC1,196027
WDSUB1,50932
RPL18,4091
CYCS,6710
PCDHA11,144098
PPHLN1,122475
PRKCH,229183
CHMP7,18362
UHRF1BP1,85497
RAB43,34581
GSTM4,9425
DENND5B-AS1,25428
CCNL2,13627
DNAJA3,30969
MED24,35539
WASH2P,15383
ACSL1,70466
DDX54,28306
POLR2F,15645
PHF11,33316
NUCKS1,37425
PP14571,7281
PTP4A1,11569
ATG3,29126
ATP6AP1,7884
TNFRSF19,105735
ARHGEF5,25236
ST6GALNAC3,556280
RLN2,4745
SPSB1,76649
TTC37,91110
SLC26A2,26663
SNORA6,148
UTP18,37395
SCN8A,221628
RASA1,123673
PPP1R7,32537
MFAP4,3777
FNBP1L,106530
HLA-DMA,4508
NCSTN,15679
HEIH,1664
ZNF691,5902
DCTN3,6948
EIF4E2,18563
TEX261,8933
EPB41,232955
RORA,741019
TBC1D8,144156
TMEM184A,14195
CBLN3,2991
POMZP3,17317
TACC1,124842
DNAJC9,4443
PHKB,240224
CLASRP,31916
FTX,265438
SCAND2P,11003
SFXN1,50107
LIN7B,4099
SLC38A9,86490
RHOT1,83273
PCDHA8,171022
TOMM6,2453
HAUS8,25772
GABPB1,78216
KCND1,9612
CAMK2D,310895
GHRL,7197
KIF15,91539
TCIRG1,11904
STK19,10271
ACAP3,15505
ELL2,76973
GLIPR1,21203
FAM92A1,27898
FAHD2A,10431
FBXO42,102389
PLD4,8386
MTA1,50871
DAPK1,210793
CSPP1,132246
SULF2,129210
ATP8B5P,76274
GTF3C5,27828
AKIRIN1,14821
SULT1C4,9849
COTL1,52465
PPP1R2,29003
DDX51,7740
RNF34,24269
WBSCR22,14653
FAM174A,51316
IL17RD,75393
PLK3,5631
TMEM147,1927
ATG4C,81164
LRRC37BP1,61001
DYNLT3,8800
KTI12,1695
ZBTB26,13401
FCGR2C,19881
UBE2L6,16675
SDC4,23135
JAM3,82832
SLC9A1,56321
FLI1,126732
DDX20,12009
RPS7,5656
MYH3,28783
RABL2A,16158
RSF1,154606
SLC39A9,64011
SLC35A5,22427
CDS1,68436
MRPL54,4898
LILRB4,5722
RTTN,201919
SPHAR,1121
CNNM3,19130
ATXN2,147462
ATXN7L1,271810
RAB24,2545
TSPAN4,24292
ODF2,46137
ENDOG,4176
RPL6,4449
NDUFA7,10096
ANKRD20A11P,36669
CASS4,47228
SEC1P,44206
ANAPC10,103966
CPNE7,21478
ANXA3,58863
DKFZP434A062,4781
ARID3A,46766
STAM,72697
SNW1,43553
PRKCZ,134925
MAST2,232511
TRIP13,25195
SYTL4,57646
GNA15,27575
NCAPD2,37834
SLTM,54608
GUCY1A2,344433
ISCA1,18027
FLJ22447,84173
ADAT1,24974
C11orf75,64907
FITM2,4692
TNNT1,16445
RANBP6,4621
CSF1,20383
CDKN2D,2517
GOLM1,74058
SLC25A27,25275
NANS,26406
MFSD10,4298
FAM195B,10874
C18orf54,23233
AP1AR,38316
CFDP1,139779
PPM1D,66096
EXOSC10,33262
ARMC5,8171
SH2B1,10456
CLC,6776
GNRHR2,6256
ZNF14,22640
RBMS1,221656
MANSC1,20951
SUSD5,69170
SCAMP5,25960
HTRA3,37349
RTF1,66459
SH2D4B,108658
DMWD,9796
TIGD1,2447
INPP5A,245631
DNAH12,202344
CD1C,5001
DRG2,20118
BRI3,11296
SLC10A3,3352
ZFP2,37294
TMEM86B,2630
CBR3-AS1,24541
PRKCQ,153149
CRLF3,42076
SWSAP1,2244
ALDH1L2,64779
MERTK,130754
DAXX,4458
ADAMTS14,89636
ATP5J2-PTCD1,49462
HADHB,45717
ZNF207,20311
ORAI1,15491
PHF12,46237
ERLIN2,21222
NME6,7259
ZFP36L1,8588
GPBP1,90731
CAMTA2,19673
NCF1,15350
KLF12,447917
TNK1,8799
MTHFD2L,144985
RAB7L1,7496
XPOT,44310
XRN2,86521
GPR183,12960
PXDNL,489868
NFKB2,8419
RWDD2B,13605
MPC1,18093
ILK,7135
PSPC1,108267
PXMP4,17586
KLHL23,18040
SPC24,8653
SPON2,42029
RAB7A,88662
SLC5A6,12720
NFKBIE,7622
CAD,26396
VTI1A,371748
SAE1,79813
TCEAL4,2236
ZNF542,11728
FRZB,33493
OR2C3,3707
SLC16A1,44505
RNASEK-C17orf49,5107
PRPF18,43929
HIST1H3C,458
ASAP2,198918
TMEM56,105088
SLC17A5,60635
BRF1,106291
ZSCAN29,11888
C20orf111,14965
GLTSCR2,11530
FIZ1,8156
RPL30,3880
ADIPOR1,17740
SNAI1,5907
BTBD6,2551
SLC6A6,86751
MTMR2,91327
MRPS16,3850
SRPK3,4731
PIWIL4,54113
HNRNPM,44199
NRM,3373
TNFRSF6B,2047
MRPL19,15425
ARHGEF3,351890
PRMT3,121803
KIAA1429,65741
RB1CC1,92008
GAB2,202532
TIMM22,5033
RNU6ATAC,124
PLEK,32263
COX4I1,7434
MRPL47,16179
AQR,113443
EFCAB2,155359
SLC39A14,66878
ARL2,8072
TDRD7,84103
NBAS,394440
PRELID2,76317
ZFPL1,4180
MRPL15,13293
CRYL1,122206
PDCD2,9120
FAM86JP,13423
TOP1MT,50650
PHF1,5457
RAB9A,20704
UBA7,8753
LIME1,2482
POLQ,114580
EIF4EBP1,29863
TGFB1I1,5805
ORAI3,5854
RPP14,13948
UBE2C,4341
SPRYD4,2466
IFI35,7734
GMPS,67195
BZW1,12300
GPR19,35126
ZNF737,27828
GIMAP8,28521
LRFN2,195753
ZYG11B,100882
CMC4,9647
LOC254128,78906
PLCXD2,171771
POLR1C,4469
CRNKL1,21678
PEX2,20786
NCF4,17029
RAB8A,21955
NPHP3,41850
DHRS12,36169
ARMC7,20278
ZNF169,43713
SLC2A10,26706
UPF2,123148
EEF1G,14387
MAP3K1,81078
PDE8A,158632
DOCK6,63199
ZNF704,246330
PROC,10826
UEVLD,57343
INPP5F,103103
RFT1,41969
SNRPG,12363
ANKZF1,6912
B2M,6672
PDIA5,95097
ZNF662,13423
MED12L,349789
SMAD2,98051
KIRREL3,577370
CPSF3,49573
NSUN7,60088
SPATA32,7719
CWC25,24916
EIF5A2,20222
CREB3L1,43744
AEBP2,82565
KLHL9,4411
LINC00662,3447
RAB37,76218
SLCO3A1,318727
ZNF778,11854
KIAA1967,15838
LOC100131691,15611
COQ7,12500
ENKD1,3778
ICAM2,18039
IGBP1,32855
FCN1,8375
RAG1,11747
MCL1,5187
METTL6,17665
POU2AF1,27176
TET3,61852
ATP8A1,248730
IQSEC1,176075
PICK1,18446
FLJ30403,2597
BRPF3,36017
PRPF4B,43648
MRRF,58860
MARCKS,6125
ITPRIPL1,3029
GNE,62614
PAX6,33169
CDKAL1,697946
NDUFS4,122706
RDH10,30683
USPL1,41856
ZNF585A,22614
PSKH1,36406
KIAA1598,243209
IGLL1,7182
RPS25,2635
LOC100289230,1875
ZFAND1,19973
KCNE3,12714
C9orf69,4304
PTK2,342931
DDT,8465
KAZALD1,4352
ACO1,66231
GOLGA2P5,16946
LOC389634,33788
EDEM1,32291
LOC100499194,2315
ZNF599,15155
DSCR3,44107
SIK3,254875
WBP1L,72294
OR10K2,938
TMEM243,23553
DHRS4,15523
CHMP5,17190
MCM2,24078
ZNF133,28519
SNX25,153836
ZNF317,23035
DLAT,39464
SCO1,17236
NSDHL,38396
CASP9,32516
OGFR,9175
STAT1,45214
ARIH1,112229
VAT1L,191518
FOXO3,124945
GPR171,5369
C1orf174,11160
SNHG10,1960
HSD17B4,89892
ECE2,43374
FER,439850
BMPR1B,400473
EPS15,165060
ZNF519,56500
DHX30,47287
DUSP2,2271
POLR1D,46679
DNPH1,3844
CBX1,31469
ZNF862,29059
NOMO3,62279
TMEM194B,27849
MAPKAPK5-AS1,3133
HSPA8,4701
PPARD,85633
FOXRED2,19915
TUBGCP5,40496
ZC3H12D,37382
PCGF6,48338
EGLN2,9298
BCAS4,82247
FAM213B,5009
SOX6,509940
SLC14A1,28393
FAM160B2,15177
RAB2B,17953
SPTA1,76010
LOC144486,2565
LACTB,20261
LRRC59,16320
MRPL20,5417
LRRC69,116617
PNN,8035
UFM1,13201
KLHL30,14184
HIF1A-AS2,2050
NIP7,3598
COQ5,25882
DOCK8,250394
CUX1,468066
PITPNM1,13604
UIMC1,101789
RTEL1-TNFRSF6B,40888
GAD1,44459
C1orf43,14090
LOC401134,90219
GRASP,8944
SERHL,11981
MSL1,14255
CCM2,76724
RBFOX2,289802
PHLDB1,51535
CTDSPL,122291
PFDN5,3999
RPS9,6789
SIRPB2,16997
ARHGAP31,125103
LEPROTL1,42300
CYSLTR1,54957
NINJ2,99293
DOPEY1,100805
FAM64A,6650
FBXO10,65361
TAS1R3,3118
CCDC9,15479
FLJ13224,1629
NUDT17,2942
POLR3H,18676
ZFYVE26,70069
DBI,5618
SLC22A18,25525
C1orf85,3002
HK3,18463
GTPBP2,8718
PIK3R2,17355
SNX32,19762
ZNF625,11837
HERC1,225330
GSTA4,17432
ELF2,81759
SHPK,28060
TIE1,22215
ZNRF1,111977
AIMP1,33614
RTN3,78441
ZFYVE19,7493
EXTL3,52217
LOC284581,34008
HLTF-AS1,16491
LOC344967,14282
LOC100507424,22979
DYX1C1-CCPG1,143361
ACOT7,129494
CA5B,49336
RNF169,93545
FKBP2,3194
MED25,18701
C20orf24,6823
SPATA6,176832
PEPD,134944
COL9A2,16776
DLST,21856
GIT1,16123
PRKAR1B,178479
CUEDC1,94080
OMA1,66055
EXD3,116366
C9orf37,3524
LINC00347,4277
AGFG2,29009
VWA5A,31507
NPDC1,6767
ZNF518B,17528
RFXANK,9670
LCN10,4792
CLSTN3,28563
MMP20,48497
USP48,104896
WASH1,15228
TPD52L2,26317
CDK5RAP2,191301
LSR,19308
GADD45G,1542
MOB3B,204643
EIF2B3,136200
C16orf93,4821
KCNH8,387118
MGAT3,34874
KPNA4,70593
BLOC1S6,22492
B3GNT2,28604
SCML4,122157
GRM1,409949
SNRNP25,3840
NLGN2,11677
EEF2K,82474
R3HCC1,8180
NFATC3,143893
SLC39A7,3611
PTPRD,2298477
UGT2B11,14398
METTL7A,7766
GOLGA2,20160
LINC00674,34374
EDC3,65487
POLL,9388
CIAO1,8016
EIF3L,39410
CRCP,39748
SMARCB1,47555
HSPA6,2651
PARD6A,1830
RBM34,30073
ANKRD6,200656
ARPC1A,40389
CCNL1,12896
GID4,29107
SCN2B,13818
LSP1,39293
SNORA38B,131
TMX3,41428
METAP1D,80783
DDX39A,10585
CNPY3,10148
LOXL2,107312
CLUHP3,6811
FADD,4239
VMAC,5411
NHLRC4,2463
CCDC167,17003
C20orf27,14889
COPS6,3239
SNRPC,16763
ATMIN,11493
ZNF415,25041
RBM14,13344
FAM49B,177058
ARL6IP1,9866
DCAF10,66875
ATL3,42646
PAX5,195945
HGSNAT,62378
NPRL2,3567
MN1,53221
CRHBP,16619
DYNC2H1,370431
BCL7C,6283
EVI5,283708
PPP1R14B,2462
IREB2,63280
NONO,17976
ESCO1,71431
CA5BP1,28435
CCDC18,98006
RAP1GAP2,241303
LMTK2,102747
FAN1,39255
ZNF277,137346
SYMPK,47848
LTA4H,42767
PIGZ,22490
ZNF829,28167
GADD45B,2134
C16orf62,145748
SPINK2,12009
MAZ,5087
YKT6,13315
SBNO1,61332
CISH,5377
TRNAU1AP,25528
NUP133,67044
C7orf31,45501
TEC,134014
RBM12B,9493
BBS12,12241
DLG3,60634
RECK,87542
USP30,35451
C1orf27,45613
FAM107B,256337
CXCR3,2601
COX16,34650
COMMD10,208251
DALRD3,5583
ABCD3,100286
DUSP6,4459
NUDT16L1,2166
TP53RK,5272
BCL7B,21382
LRRN3,34447
TPCN1,77129
ARHGEF15,12278
BCAT2,16001
NNT,102877
PRPSAP2,74987
BABAM1,11930
ADCY1,148589
HEXB,36144
SACS,104876
ZFP91-CNTF,46618
LOC100128164,22750
SLC22A1,36887
MRPL36,1457
SMC3,36943
ARL3,40706
PSMG1,8068
MBNL1-AS1,7010
HIST2H4A,395
AURKA,22906
TMEM254,13905
ZBED6,2939
DBT,62931
PRAF2,2844
SLC43A2,54434
TARM1,11433
OAS1,12973
FAM24B,30547
PRG2,3296
MAGOH,11718
RAPGEF2,92303
LOC100507463,2414
ITCH,148157
CDC16,37788
GCOM1,125653
GABARAPL2,11530
COPA,54977
MAFK,12311
AP4B1,10370
CD79B,3606
RXRA,114115
B3GNT7,5540
IRGM,2146
GNB1L,66528
ZNF619,13124
PP7080,2455
MCM4,17956
TFAM,14087
BBS4,52297
POLR3B,152540
UTP6,38539
COG8,11002
ANG,10009
ADSL,20071
HERC5,49051
REEP3,103760
FLT3LG,12022
ARG1,11128
NUDT10,5294
RNF4,46791
RTEL1,38443
CHD6,215963
HOXA10,9670
SERPINH1,10748
PIK3R4,67918
ERCC3,36886
SNORA72,131
TMCC1,245784
SFXN5,129800
EFR3B,117031
PIK3R6,64939
TMEM2,85518
APOC4-APOC2,7327
OCIAD1,30774
TBX6,6090
UCK1,7479
HERC2P3,97783
HMHA1,20705
APOL2,13745
SLC38A1,86367
NDUFB7,5999
RAB4A,34831
LOC100507634,2047
ZNF684,16608
TMEM9B,17149
LRP6,150850
NDUFA9,38456
PAM,165281
C5orf55,1615
CEP55,32480
SNHG3,4949
RPGRIP1L,103953
SAP25,1417
MICAL3,236909
AAGAB,54523
THG1L,8449
CHRNA3,28242
NHLRC2,57874
SPRTN,17087
TAF7,2294
UBE2D2,67267
PHLPP1,265004
ZXDB,5641
HIATL2,67535
RBFA,16306
PXDN,112632
TRIB3,16895
GOPC,42272
CCNDBP1,11909
PEX12,3842
FBXO30,16649
NARF,30083
IPMK,76416
ITGB2,42885
CSDA,24277
GNB1,105801
SLC35E1,22545
RPL13AP5,4231
ITPR2,497846
FAM186B,22775
LYRM9,15069
MED6,16427
KHK,14008
UNC5CL,12298
CCDC102B,339935
ADAM11,22646
RENBP,9510
ZFP28,17853
RAB13,4760
CDKN3,23261
CD55,39494
MEA1,1651
SMCR8,12776
CARD11,137799
C21orf2,10458
LOC100009676,2783
GPR87,22760
MON2,130766
ACOT9,39630
PRKDC,187074
SPATA20,8763
SKA2,45492
RRP7A,11488
CAPN14,44489
PLCB3,17929
CSMD1,2059453
ZNF696,8561
PSMA6,25108
SNX33,9620
THBS4,47937
MLC1,26538
TJP2,133944
IRS2,32730
QTRT1,11931
INHBC,16066
CENPJ,40615
UBE2G2,33256
NLRC5,66450
TAF1B,90974
ALG12,15252
AHCYL1,38977
RABGAP1L,835893
LOC100132273,34417
HLA-C,3387
CARS,56529
H2AFZ,2268
PCYOX1L,11651
MOB3A,25234
EXT2,149881
ZNF644,106955
TMEM110-MUSTN1,64466
SPDYA,39775
PRTFDC1,103979
LOC100505624,2261
PPP3CC,100174
EMP2,52260
FAM86FP,11897
FBXO31,62766
NTN3,2646
CDT1,5480
NPIPL3,23203
STS,135210
MT1X,1726
ERCC1,16586
KIAA1199,172287
TRIM68,9587
ING1,8451
WRN,140499
TTTY14,144717
MTMR14,52961
ZNF584,9629
HIST2H2AC,436
VPS41,185257
PGP,3219
CEP63,89280
C22orf28,24712
RAB1B,8907
IRF2,86850
GPKOW,11057
LOC100507254,35396
DNAH2,114019
KLHDC10,65211
HDDC2,26786
ACAT1,26633
TNFRSF10B,49052
TMEM181,98999
POLG,18490
SOX12,4657
SNORA67,136
AMPH,247870
NECAP2,19417
POLR2J4,78254
HIST1H4A,371
SPECC1L,146918
FAM179A,70932
UCHL3,56540
SRSF1,6427
LEO1,33736
CCDC88C,146521
EBP,6940
ACIN1,37049
LOC285074,45738
IER3IP1,21355
ROCK1,162109
C11orf49,227680
CAMSAP1,98672
GBAS,35605
MAPK13,14040
LIMK2,67816
STARD3NL,52464
NBPF1,49570
CCNB2,19960
TMEM50B,47523
PROSAPIP1,5934
WDR77,9318
MVB12A,5228
C1orf95,60414
APLF,112603
MAP1LC3B2,17239
PNRC1,4450
PIAS3,10558
RETSAT,12743
NAP1L4,47947
TCTE3,11423
B4GALT6,62477
ELMOD3,37032
STAMBPL1,43315
SLITRK5,7000
MAP2K6,127632
SACM1L,56146
TXNDC11,63705
CCDC127,13422
CDC42BPG,20379
WDR91,27726
ZNF124,50041
ENOX2,279851
LSS,40378
CSE1L,50714
TXNL4A,15665
ATP13A4,152830
SIX6,2587
PPP1R9A,388778
ZNF506,29040
ALDH3B1,20695
AR,186587
CLIC3,1964
ZC3H18,61583
BTBD3,35766
ANKRD40,14719
PTGR1,50133
ANXA2,50835
MIR3687,60
HINFP,13532
ABHD4,14118
MECR,38069
TGFBR2,87639
TMEM14C,8214
NGFR,19727
SLC35B4,27737
RSPH4A,16506
SMARCAD1,83684
DEPDC5,153083
SCARNA10,329
NHLRC3,11796
TENM4,787367
EMC6,872
TEX2,115858
TEX9,80428
AP4M1,5673
SCT,860
GPC5,1468552
USP38,37071
ASXL2,139059
POP5,2353
CIRH1A,36438
DHX36,48829
TP73-AS1,11389
RAB40B,41655
RRP15,52696
KCNE1L,1464
SMCR7,5247
GALNT10,230248
PSME2,3281
GLRX,9024
KIAA0907,21352
APOBR,4321
PTRHD1,3115
MRPS12,2311
PPP1R13L,26715
PCDHGA2,174192
SPAG9,158691
SPINT2,28156
RAC1,29472
AMIGO3,2971
ACOT2,8038
NMI,19448
VENTXP7,959
TCTEX1D1,26590
CEP72,41261
FAM84B,6028
LGR4,106826
MAP7D1,24638
SH3BP5L,15503
SLC43A1,31188
STAU1,75028
PDCD6IP,71136
MRPL45P2,42393
ANKRD36B,85167
ENTPD5,52845
GDPGP1,7825
MAST4,573247
CCDC66,64664
DNM1P46,16771
USP10,79972
NDFIP1,45684
GTF2A1,45779
UBXN10,7364
ATP1B1,26013
WNK1,158529
C12orf5,38831
RCC2,32999
GPR64,133330
GLB1,100594
GBE1,272100
SMYD3,758002
FTL,1570
MZT1,19443
LOC202781,2270
AVPR1A,10051
LYST,205875
UQCRQ,2217
HEATR3,39494
ASUN,33142
HIST2H2BF,29683
SNORA7A,138
IMP4,3708
LYRM5,9799
CCDC77,53290
RPL29,2314
CASP2,19481
TALDO1,17592
SRGN,16739
PPP1CB,51192
HIGD1A,21627
MAFG,9442
CHRFAM7A,32421
MYO5A,221767
SCYL3,40885
GPR176,121870
MYLK,272006
KCNH2,33358
GPC1,32380
SEMA4D,118905
AKR1C2,30257
RAP1A,93696
SPPL2B,26471
ANKRD44,324135
VCAN,110629
CMPK2,26082
