"","Gene_Symbol","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","Gene_Length"
"10770","ENSG00000165006",4223,3528,2462,1079,714,851,715,23,1934,5051,1110,2899,11,165,359,54,0,1945,1822,4378,29,4332,3011,8612,5714,4538,3946,3210,3512,7525,73518
"10772","ENSG00000165025",5573,5786,5619,1124,1368,1381,1162,378,4234,10932,2429,3625,56,264,360,99,121,5082,3698,11105,649,6405,6740,10091,7711,7496,10376,5718,5045,7856,96830
"10773","ENSG00000165028",31,24,0,0,0,17,0,0,2,23,21,2,0,0,1,1,0,1,10,28,0,0,49,23,5,18,20,17,1,8,9840
"10774","ENSG00000165029",1830,1398,222,117,124,199,23,347,68,848,158,358,4,378,89,1,115,174,1100,1003,1,584,761,2467,1615,1400,1110,630,196,1290,147243
"10775","ENSG00000165030",8033,5765,2144,747,491,927,513,2,2166,9165,575,1234,45,134,147,125,617,1054,2964,4893,0,1630,5313,22155,10549,5203,4146,4004,2287,3601,14817
"10777","ENSG00000165055",213,269,280,282,245,135,24,0,147,393,157,142,0,68,1,45,2,300,93,66,2,436,97,75,65,106,129,102,114,91,26195
"10779","ENSG00000165060",104,162,159,23,28,61,19,1,67,152,72,75,0,2,2,1,1,114,120,135,0,1,151,71,64,96,104,105,107,153,64615
"10782","ENSG00000165071",3685,3905,1493,680,342,413,232,0,1156,4527,641,996,0,125,47,0,0,641,1914,6362,276,1672,3165,7460,5001,3304,3524,2539,1153,1081,50722
"10783","ENSG00000165072",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,0,6,3,1,1,7,4,2,16,183391
"10788","ENSG00000165092",313,162,325,0,18,68,45,0,124,634,116,46,0,0,1,9,0,202,276,1070,0,294,313,233,368,33,165,162,51,367,52655
"10789","ENSG00000165097",1097,1026,464,75,56,341,66,20,518,979,425,253,197,8,54,1,0,531,831,1287,0,1076,1012,1525,866,996,1278,781,305,503,68465
"10790","ENSG00000165102",1772,2413,1399,288,427,950,243,14,853,1962,884,972,1,67,80,83,189,1883,1417,1625,3,1372,1493,1485,578,1450,2125,1458,1499,2085,62378
"10792","ENSG00000165113",131,198,40,114,89,52,12,43,33,141,58,54,0,1,43,3,0,26,75,128,0,0,130,123,73,77,77,64,29,55,78416
"10793","ENSG00000165115",304,302,60,2,52,43,7,3,40,208,79,216,0,52,5,0,58,25,161,234,0,0,240,662,89,177,300,200,76,71,84765
"10794","ENSG00000165119",12761,12690,4998,1795,1080,2803,1136,269,4870,15948,4554,3204,319,114,200,109,92,7228,8048,12223,1473,7572,12110,17535,15202,8169,10202,7718,5485,10355,12571
"10798","ENSG00000165138",559,543,360,11,77,361,48,0,108,200,383,80,3,32,12,0,4,583,257,182,7,34,357,208,101,352,558,263,371,265,64503
"10799","ENSG00000165140",580,727,624,415,254,685,170,143,486,1547,276,342,35,74,19,3,173,963,348,813,0,673,652,459,518,348,499,382,554,828,37110
"10800","ENSG00000165156",397,489,120,27,88,15,4,1,123,494,144,30,22,1,16,35,12,93,337,358,0,2,653,512,259,202,222,287,65,113,27091
"10801","ENSG00000165168",6763,4099,3421,799,488,917,577,10,2319,9846,2078,1451,95,80,364,22,64,4209,5229,14377,185,3159,7246,10174,18238,1902,3543,2677,1668,4447,33444
"10802","ENSG00000165169",547,313,86,42,0,55,16,5,127,244,121,114,0,0,10,0,1,121,169,297,0,123,326,270,235,146,125,143,32,99,8800
"10803","ENSG00000165175",2358,2320,2281,886,770,734,518,11,1637,4802,1662,3969,111,226,466,301,636,3685,2678,4768,275,4754,3511,10276,1062,3445,3372,3483,5180,2652,5098
"10804","ENSG00000165178",4278,3987,7413,2729,4953,2277,3708,208,3295,7911,2587,8496,205,166,237,43,5,3093,1082,2933,800,3678,1898,6867,17541,8137,13800,4126,5796,8095,15432
"10806","ENSG00000165185",227,211,148,36,76,73,28,16,41,295,153,96,4,2,16,1,33,264,182,194,3,326,168,362,613,267,278,122,96,316,173458
"10809","ENSG00000165192",1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,15,2,0,1,4,0,0,1,2,0,0,33915
"10811","ENSG00000165195",1516,753,76,0,29,321,21,0,105,591,209,35,5,0,0,0,0,121,670,236,0,1,764,628,429,386,541,510,81,157,16103
"10814","ENSG00000165209",865,790,368,4,54,192,49,6,132,729,550,148,5,19,0,0,0,592,507,413,2,473,559,456,293,372,674,391,198,233,146947
"10816","ENSG00000165219",1813,1657,474,27,136,238,78,2,514,1462,622,281,100,43,82,107,119,503,1236,980,0,110,1483,2016,598,1069,1232,946,566,1232,103179
"10817","ENSG00000165238",14,15,1,4,25,38,1,587,48,14,41,132,859,810,1036,26,62,4,16,49,0,25,32,25,7,27,22,42,21,5,135642
"10818","ENSG00000165240",577,443,158,30,2,13,2,1,61,462,140,38,0,1,8,0,0,106,451,492,0,142,545,1026,281,400,409,321,86,234,139698
"10819","ENSG00000165244",358,142,159,4,8,109,17,0,26,79,96,42,3,0,0,0,0,131,211,132,0,165,176,130,52,75,100,106,18,171,32444
"10821","ENSG00000165259",25,15,2,0,0,0,8,0,10,20,21,0,0,1,0,0,0,34,26,42,2,1,47,53,13,1,18,18,1,8,184605
"10822","ENSG00000165264",429,433,176,562,373,83,33,0,319,636,98,519,0,57,32,0,275,244,289,983,0,297,386,736,1914,278,307,236,256,491,19658
"10824","ENSG00000165271",1052,1399,1064,61,39,591,134,1,435,1002,1261,395,39,5,65,1,1,1580,895,943,375,1080,1395,673,312,983,1390,564,747,1662,12590
"10825","ENSG00000165272",875,1009,1400,221,298,883,369,18,435,2140,1096,454,22,22,15,18,0,2350,800,1375,0,1407,601,373,211,914,1019,673,2110,3136,6479
"10826","ENSG00000165275",282,357,151,52,136,171,33,3,74,216,200,217,6,1,0,0,1,284,210,191,0,309,244,163,121,208,252,134,75,176,25167
"10827","ENSG00000165280",7100,6729,4032,584,795,3237,853,236,3646,7864,3326,3439,163,152,193,1,1,4770,4480,7313,280,3872,6034,7974,6093,7513,7949,5366,3170,8260,16674
"10828","ENSG00000165282",664,762,384,46,67,537,146,224,400,646,826,385,40,0,63,0,2,1063,637,642,0,339,692,408,206,626,768,455,564,827,7913
"10829","ENSG00000165283",827,973,1061,313,390,733,237,45,627,1352,716,896,1,0,73,465,0,1575,767,1446,42,900,1043,824,728,795,1085,686,848,2741,3265
"10830","ENSG00000165288",1944,1595,252,95,43,209,49,8,449,744,486,276,11,5,73,54,0,342,1511,1477,82,789,1646,2941,1355,1394,1669,1313,204,450,140246
"10831","ENSG00000165300",11,11,21,0,0,0,0,1,1,1,2,0,4,7,2,1,1,4,9,10,0,0,13,7,2,3,4,4,6,3,7000
"10832","ENSG00000165304",11,7,0,0,0,0,31,0,5,11,0,0,1,0,5,0,0,0,54,38,0,0,2,5,8,3,3,8,4,173,104821
"10834","ENSG00000165312",3194,1336,745,67,104,1704,241,111,620,2503,958,669,12,145,55,0,42,1911,2207,666,156,503,1142,1614,984,1162,1725,942,589,510,3112
"10835","ENSG00000165322",665,541,48,1,0,75,7,0,69,243,203,19,0,0,8,0,0,108,439,501,0,2,789,609,138,223,281,248,42,76,123478
"10836","ENSG00000165323",3,0,2,6,5,7,0,18,0,4,1,4,0,77,7,1,30,3,3,6,0,2,3,7,4,4,4,7,2,5,544373
"10837","ENSG00000165338",62,53,0,0,1,11,0,15,3,23,17,2,4,4,1,0,0,0,22,23,1,2,79,40,3,13,9,13,5,10,104424
"10838","ENSG00000165349",2,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,3,2,3,1,2,0,5545
"10839","ENSG00000165355",2281,2243,1468,1777,2190,908,211,53,819,2886,414,839,10,44,115,1417,1050,638,1504,1297,388,215,1487,2936,2070,1018,1286,1185,584,1589,36127
"10843","ENSG00000165383",1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,4751
"10844","ENSG00000165389",218,114,103,24,22,15,1,5,69,211,61,42,3,2,6,1,0,154,164,598,0,119,222,205,304,45,63,75,47,112,29324
"10845","ENSG00000165392",369,404,23,0,2,82,1,0,42,163,128,27,0,0,3,0,0,37,300,186,0,0,389,286,107,176,287,182,44,165,140499
"10847","ENSG00000165410",1109,274,3,1,15,218,6,5,80,61,140,38,2,0,0,0,0,136,169,61,0,0,369,152,255,213,205,130,18,35,4441
"10848","ENSG00000165416",374,392,198,91,80,134,22,2,159,670,128,104,5,1,0,6,1,222,389,973,0,0,515,361,141,127,175,224,123,153,35602
"10849","ENSG00000165417",832,671,99,5,112,262,10,141,108,610,300,210,56,23,77,255,0,216,703,681,1,1,798,803,336,439,418,429,149,259,45779
"10850","ENSG00000165424",220,106,98,1,95,13,47,1,127,248,110,86,8,4,2,2,0,215,147,224,0,454,228,148,81,155,212,131,72,206,63300
"10851","ENSG00000165434",278,188,102,127,111,55,23,13,51,297,87,90,25,3,16,5,212,69,217,180,1,344,212,219,35,100,110,132,33,70,68141
"10854","ENSG00000165457",52,65,113,0,0,37,21,0,87,164,67,44,0,0,0,0,0,151,97,206,0,1,96,32,98,22,54,55,80,130,5175
"10855","ENSG00000165458",6668,5283,4634,461,677,4008,842,141,3478,6076,4704,5559,298,499,452,132,1,6792,3946,6836,613,4890,6107,6632,2096,6108,8767,4235,4104,6149,14306
"10859","ENSG00000165475",317,358,343,32,92,323,74,0,215,289,255,268,0,0,8,1,0,729,277,560,0,60,280,295,164,163,282,243,253,580,122206
"10860","ENSG00000165476",189,223,55,230,57,16,26,0,67,212,76,52,0,3,1,0,0,56,190,331,1,26,192,340,229,117,125,104,58,123,103760
"10862","ENSG00000165480",9,9,1,0,0,1,2,0,1,0,5,0,1,0,2,0,0,0,24,17,0,1,8,11,2,0,1,1,0,117,23007
"10864","ENSG00000165494",6603,7246,1680,597,194,1819,241,560,1360,8320,2956,1448,126,801,751,345,3,2856,3912,4590,0,3414,6625,11637,3234,5460,5694,4837,2352,2547,28698
"10867","ENSG00000165501",97,149,86,127,102,95,34,0,65,178,122,105,0,1,5,0,0,210,112,157,0,72,118,127,147,110,113,63,59,306,15975
"10868","ENSG00000165502",3213,2309,1558,1961,2325,1366,374,75,1590,2990,753,2964,0,10,41,768,453,2880,2000,3028,296,3502,2504,1995,3094,1495,1293,1120,1088,2532,1942
"10869","ENSG00000165506",167,92,74,0,95,286,10,0,111,181,207,151,0,4,5,0,0,326,194,184,0,1,236,89,44,96,140,75,74,100,10056
"10871","ENSG00000165512",392,375,175,0,15,146,26,0,104,408,184,130,2,0,0,1,0,169,293,440,0,240,505,277,150,155,194,149,68,296,4504
"10872","ENSG00000165516",1008,889,217,62,59,260,63,35,221,865,410,336,6,62,6,0,1,445,573,778,0,420,792,598,373,469,769,432,252,971,15069
"10873","ENSG00000165521",270,157,33,1,2,15,1,1,8,77,96,9,0,1,1,0,0,15,204,89,5,111,183,158,10,72,111,57,9,36,177922
"10874","ENSG00000165525",1418,1441,548,1524,1611,583,167,63,537,1409,415,786,29,55,147,1198,1736,424,1013,1008,324,639,1562,1403,589,627,768,727,207,354,69007
"10875","ENSG00000165526",647,671,309,4,68,294,65,0,262,668,355,158,2,0,11,0,1,551,392,527,46,152,705,431,181,316,541,392,430,1251,9598
"10876","ENSG00000165527",4611,3768,3916,664,931,1873,597,238,2095,5287,3427,3345,257,141,246,484,1,5558,3169,3411,0,2977,3776,3554,4530,3779,4952,2904,2743,7874,4036
"10877","ENSG00000165533",79,53,0,3,0,1,0,0,5,14,40,28,0,0,0,2,0,3,47,80,0,2,66,69,19,30,64,40,31,87,53357
"10883","ENSG00000165568",12,7,70,0,0,19,4,13,1,23,5,6,6,12,2,0,0,5,35,14,0,0,21,15,5,8,38,14,11,36,21882
"10884","ENSG00000165572",52,75,54,40,65,25,1,0,18,64,76,59,0,0,0,2,0,51,46,40,0,201,74,63,29,37,43,39,12,18,5227
"10888","ENSG00000165591",81,106,44,0,7,1,5,27,9,46,58,12,0,0,1,0,0,63,60,58,0,1,50,48,23,44,50,25,19,101,202519
"10890","ENSG00000165609",1348,1123,1037,419,253,190,160,0,898,1774,423,665,0,43,32,12,0,754,688,2234,6,849,1191,1693,2690,1079,1440,648,1034,921,28570
"10891","ENSG00000165617",93,64,1,1,1,192,12,11,21,82,186,12,0,9,7,9,0,272,266,710,0,130,54,100,43,53,63,80,95,13,14252
"10894","ENSG00000165626",114,26,43,48,15,5,15,1,67,107,10,222,8,2,11,8,2,11,20,159,0,2,58,511,45,263,114,94,29,44,64492
"10895","ENSG00000165630",204,197,7,30,50,104,25,34,91,163,143,65,0,1,1,0,0,91,168,231,0,0,208,268,137,148,179,88,32,86,43929
"10896","ENSG00000165632",856,948,401,791,463,653,85,172,349,807,520,777,78,63,311,1842,414,831,715,577,0,579,749,562,332,530,780,558,599,1068,196549
"10898","ENSG00000165637",1284,1366,680,151,100,1025,182,0,566,1749,293,466,15,1,37,137,87,655,619,837,59,396,1132,1152,1116,943,1141,673,663,2037,21295
"10900","ENSG00000165644",108,128,98,82,144,147,56,7,111,77,180,292,0,86,8,1,55,384,84,226,0,4,156,40,57,150,165,120,124,137,2041
"10901","ENSG00000165646",59,57,29,2,26,23,4,0,20,38,25,22,4,2,1,0,0,40,71,64,0,1,54,129,26,45,39,68,11,14,38357
"10902","ENSG00000165650",2145,2053,466,261,44,254,50,0,572,2261,640,583,23,37,80,0,0,529,918,1326,205,864,1923,3899,708,1968,1683,2107,558,897,92331
"10903","ENSG00000165655",97,77,60,18,77,29,16,15,208,167,177,185,17,15,35,9,0,600,176,206,0,4,366,100,33,56,209,106,39,44,3910
"10904","ENSG00000165661",1676,1445,580,39,12,874,136,163,317,1138,1855,279,62,14,133,28,52,1326,920,824,103,492,962,782,444,1062,1567,933,760,1612,39505
"10905","ENSG00000165669",408,481,210,76,153,208,59,0,216,626,125,265,2,1,3,88,1,238,377,726,1,319,620,511,306,216,274,247,171,370,33267
"10906","ENSG00000165671",5258,4841,2545,666,394,1834,453,18,1923,4220,2324,1683,154,378,189,12,30,2851,4025,3593,206,2922,4255,5026,1743,3972,4898,3064,1702,2106,167134
"10907","ENSG00000165672",531,377,436,112,57,125,61,0,264,968,184,129,0,1,15,0,0,478,623,2192,0,257,509,951,923,205,252,302,236,871,11130
"10908","ENSG00000165675",237,201,155,19,0,24,5,3,41,283,77,40,4,3,2,1,0,69,167,282,1,1,291,208,107,100,117,82,84,123,279851
"10909","ENSG00000165678",3751,2651,1246,408,167,670,307,0,1459,3141,961,1256,28,37,34,24,0,2276,1810,3697,15,1909,2529,3537,4654,1867,2172,1837,1257,3608,14126
"10910","ENSG00000165682",85,83,17,107,164,241,2,1,37,125,68,165,1,1,1,0,0,110,91,434,0,0,51,426,163,75,128,291,37,46,6237
"10911","ENSG00000165684",671,793,928,52,307,584,185,165,603,549,852,1346,36,2,37,2,0,1001,685,760,179,1822,755,530,121,878,1187,558,568,396,22860
"10913","ENSG00000165688",1289,1018,901,179,339,652,205,246,610,997,861,626,9,1,6,8,0,911,686,925,52,816,821,714,360,843,1073,604,582,1732,13097
"10915","ENSG00000165695",32,4,2,23,19,155,9,1,14,10,28,1,0,43,1,0,0,18,9,6,0,2,8,3,6,30,15,14,7,9,153233
"10916","ENSG00000165699",2171,2242,890,104,208,598,128,4,627,1259,1184,483,11,2,45,115,4,1057,1847,1897,75,799,2488,1939,500,1644,2196,1378,711,1852,53285
"10917","ENSG00000165702",321,897,1388,91,722,2151,210,63,246,1929,748,736,1,66,77,137,53,2457,483,909,0,2834,526,601,729,640,1175,818,562,707,12986
"10918","ENSG00000165704",228,208,59,11,46,21,19,3,127,351,52,68,0,1,15,3,0,75,233,475,0,35,221,180,171,93,105,93,68,360,40523
"10919","ENSG00000165724",411,317,236,86,29,290,60,42,173,362,380,268,24,17,33,2,7,518,248,318,0,478,401,211,93,264,379,205,253,353,8406
"10921","ENSG00000165731",6,13,1,1,16,93,8,6,2,9,12,17,4,1,3,1,2,13,21,13,0,5,10,28,3,3,14,19,8,6,53280
"10922","ENSG00000165732",6289,5216,1394,1381,3913,1922,411,164,2037,6083,1270,3427,132,198,334,1978,1792,1258,3902,2239,616,2414,3813,5666,4652,2747,3082,3593,1271,1897,28946
"10923","ENSG00000165733",1075,1099,603,79,67,580,109,3,308,1136,444,252,12,39,33,0,228,495,642,633,0,24,920,591,279,457,656,407,221,605,52431
"10924","ENSG00000165752",222,189,155,98,221,152,83,2,379,545,125,585,2,46,17,179,33,850,228,681,0,186,236,182,88,195,489,135,162,225,100481
"10926","ENSG00000165775",939,896,922,571,628,461,157,0,787,1861,574,762,0,29,1,500,428,931,633,586,1,628,923,680,777,650,852,748,1088,1962,30127
"10927","ENSG00000165792",1258,1154,761,134,127,518,122,0,309,598,642,392,0,11,17,1,0,749,491,758,137,2,1160,611,342,867,1144,533,490,1912,7229
"10929","ENSG00000165795",375,289,287,84,87,372,58,68,274,362,271,219,94,7,4,2,2,619,259,289,0,224,369,169,70,227,456,220,323,307,9013
"10931","ENSG00000165801",2689,2650,3670,1835,2060,491,585,191,2733,3471,1340,4263,160,228,501,755,35,1761,1358,8429,0,3895,3530,7197,1207,3675,6034,2796,2772,1368,19509
"10932","ENSG00000165802",2025,1748,1564,429,600,2349,357,149,1352,1565,2936,2835,57,180,123,136,3,3244,2198,1586,459,1841,2034,854,311,1258,2146,1275,1482,1890,11763
"10933","ENSG00000165804",71,42,103,0,72,95,35,7,132,93,110,338,2,3,15,0,0,140,88,260,0,62,111,90,14,111,85,107,63,121,14658
"10935","ENSG00000165806",443,405,288,8,70,12,39,0,134,403,195,70,74,1,4,1,0,395,348,537,13,34,505,266,898,177,234,173,120,565,51747
"10936","ENSG00000165807",4,6,0,0,1,7,0,0,4,0,0,0,0,1,0,0,0,18,10,0,0,0,2,2,6,2,5,1,1,15,39476
"10938","ENSG00000165816",4,0,42,2,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,55246
"10939","ENSG00000165819",1882,1415,366,176,63,681,90,0,356,790,891,167,0,39,2,34,4,816,811,1419,53,169,1521,1038,377,1010,1311,715,462,1023,13175
"10940","ENSG00000165821",82,50,155,5,1,15,6,33,42,72,86,38,2,1,37,8,0,239,50,39,2,0,95,56,20,104,67,70,55,74,16105
"10942","ENSG00000165832",164,132,18,1,11,89,3,0,31,117,99,17,0,12,0,0,0,65,117,172,1,1,176,89,42,64,54,78,21,54,39487
"10944","ENSG00000165861",726,1004,709,315,259,490,157,41,517,1344,563,799,11,55,37,251,223,601,604,827,138,458,980,1306,612,943,1083,784,805,1965,57761
"10947","ENSG00000165879",1459,1098,2712,899,702,245,507,55,1715,2177,1176,2616,50,124,142,111,1,1307,682,2858,0,3030,1682,3320,1284,1473,2380,1242,749,437,2650
"10950","ENSG00000165891",10,9,4,0,1,0,0,0,9,8,7,6,0,0,0,0,0,1,42,10,0,0,15,17,2,8,10,9,4,154,44334
"10951","ENSG00000165895",42,25,0,1,0,1,1,0,3,43,36,34,0,1,0,0,0,0,21,18,0,1,36,16,6,12,28,29,5,16,303249
"10952","ENSG00000165898",172,157,91,265,108,118,30,0,80,225,66,132,2,46,13,7,1,185,157,284,8,1,184,115,163,128,179,93,83,135,1848
"10954","ENSG00000165912",5,3,1,36,1,0,0,1,1,0,1,13,6,0,2,0,0,2,6,5,0,1,1,5,0,1,1,4,3,5,8937
"10955","ENSG00000165914",180,175,144,100,27,484,25,3,62,617,169,81,97,7,13,1,13,521,161,368,64,897,115,467,219,185,310,174,133,323,275829
"10956","ENSG00000165915",1262,1397,1367,163,300,897,263,124,703,1189,1415,1036,13,85,111,20,4,1598,821,1153,230,1715,1238,835,371,1511,1757,967,1362,1445,8005
"10957","ENSG00000165916",1151,1123,1968,1468,1847,1231,491,117,1198,2458,1028,1811,35,18,69,334,373,2407,978,1280,240,1844,1265,841,1066,891,1224,976,1296,3718,7704
"10959","ENSG00000165923",95,74,54,2,22,57,7,0,22,52,45,29,0,2,2,1,2,21,50,18,9,0,82,41,7,79,131,50,25,20,55785
"10960","ENSG00000165929",2592,2240,475,115,45,310,22,9,269,1828,672,217,13,103,53,0,460,412,1566,1143,95,607,2457,1274,438,757,965,861,359,1380,87613
"10961","ENSG00000165934",593,398,225,22,58,55,44,0,118,564,239,162,22,13,13,0,20,353,575,1114,208,1,544,634,270,265,281,284,176,381,42245
"10963","ENSG00000165943",2294,1680,616,72,64,1625,158,0,778,1346,1083,511,4,0,7,0,0,1457,1343,1061,0,981,1566,1523,847,1786,2113,1276,574,1600,2708
"10964","ENSG00000165948",134,156,43,9,65,110,17,0,72,89,44,40,0,0,2,0,142,155,71,77,0,1,67,52,46,53,68,58,49,483,21421
"10967","ENSG00000165959",635,509,225,9,44,141,31,1,82,373,348,151,4,11,19,180,0,494,483,682,93,664,759,779,69,219,517,505,201,596,137969
"10968","ENSG00000165966",1,2,0,1,0,0,0,0,0,4,1,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,386142
"10972","ENSG00000165983",156,194,31,2,7,14,9,10,51,215,129,36,1,0,1,5,3,82,143,186,227,1,238,126,60,60,84,75,57,73,76802
"10974","ENSG00000165995",4,12,1,4,2,2,0,1,0,0,1,1,1,0,1,1,1,0,2,3,0,5,1,4,1,0,4,2,3,2,401082
"10975","ENSG00000165997",5642,5740,636,224,83,811,207,321,651,6281,1304,820,10,137,165,248,11,803,2992,2715,0,388,5779,12724,4520,2345,2707,3234,1252,1145,18627
"10978","ENSG00000166012",2767,2546,577,522,225,768,83,22,547,1895,921,553,34,0,84,386,43,533,1557,1957,19,679,2630,2743,700,927,1117,857,311,766,5607
"10979","ENSG00000166016",143,205,267,77,9,257,40,38,96,417,200,138,36,97,80,428,0,198,143,271,0,182,278,261,1024,526,586,241,89,323,207021
"10980","ENSG00000166024",664,804,231,48,31,256,71,0,296,724,283,244,0,0,0,0,0,282,592,511,1,303,769,807,481,491,559,429,105,342,110273
"10981","ENSG00000166025",48,56,5,65,28,1,2,0,25,29,23,1,1,1,7,2,0,35,53,38,0,3,97,55,10,40,70,46,26,91,108410
"10984","ENSG00000166037",987,1122,352,53,19,283,68,0,201,937,350,178,2,5,22,0,1,242,844,901,54,10,953,834,244,431,643,403,176,565,42232
"10985","ENSG00000166046",1346,1113,788,723,762,581,83,231,347,1291,571,349,70,51,148,383,454,616,858,1311,10,804,1086,2161,797,996,1816,792,303,760,44211
"10987","ENSG00000166068",23,23,14,0,0,1,11,2,25,51,37,1,18,5,7,1,0,1,57,177,0,0,70,93,13,13,18,29,23,8,104398
"10989","ENSG00000166073",1,5,0,0,11,1,0,10,1,4,3,2,3,45,14,0,1,2,6,5,4,2,12,6,4,5,6,9,2,16,121870
"10990","ENSG00000166086",276,263,496,0,149,368,31,1,105,253,130,216,44,82,8,1,0,210,323,191,142,29,150,359,125,114,397,106,120,235,82832
"10992","ENSG00000166091",212,317,442,472,960,1063,42,0,157,281,357,1129,0,1,18,23,17,1171,330,1408,623,583,112,606,307,252,677,454,216,603,2964
"10997","ENSG00000166123",68,83,23,53,50,34,14,1,31,206,96,48,1,89,1,2,4,59,36,94,0,108,65,56,52,44,92,66,45,58,46893
"10998","ENSG00000166126",52,48,68,0,29,99,7,5,29,83,72,96,25,39,21,1,0,163,58,104,0,83,52,22,14,94,70,46,76,31,8186
"10999","ENSG00000166128",3072,2482,503,167,166,120,60,0,348,2298,654,377,15,91,52,0,0,555,1314,1835,0,374,1813,4357,1803,1232,1510,1341,424,1640,78245
"11000","ENSG00000166130",372,271,334,43,103,60,60,1,161,801,84,244,1,1,9,2,0,113,269,1002,0,228,362,1431,251,181,279,300,181,157,31647
"11001","ENSG00000166133",137,251,297,236,113,782,63,6,133,253,298,166,3,7,14,0,1,447,250,144,0,86,258,137,108,300,366,169,160,378,5124
"11002","ENSG00000166135",1662,1216,951,497,112,339,174,0,567,1135,759,583,49,5,69,345,2,1136,1012,1212,224,898,1155,1519,683,1071,1536,748,779,986,18040
"11003","ENSG00000166136",645,609,481,707,391,406,77,5,278,501,242,729,1,18,4,132,189,458,558,685,0,561,617,420,391,213,368,388,286,1111,6139
"11004","ENSG00000166140",1033,1101,1079,674,382,881,193,3,568,1070,1133,1013,24,17,60,0,2,1467,564,905,49,3,1183,785,345,1045,1367,646,855,1087,7493
"11006","ENSG00000166145",315,333,587,152,605,241,132,1,420,963,244,434,2,62,31,1,2,919,344,1400,1,789,448,591,80,307,410,401,494,358,13607
"11007","ENSG00000166147",174,61,11,39,0,58,0,0,16,98,30,10,0,6,20,0,14,16,32,61,1,1,58,76,53,63,30,37,10,47,237482
"11008","ENSG00000166148",4,0,0,0,0,0,1,10,0,13,0,2,3,0,3,0,0,0,3,2,0,1,3,8,0,4,1,3,4,2,10051
"11010","ENSG00000166153",1,6,0,5,1,1,0,0,0,1,3,1,0,0,0,0,0,0,3,6,0,1,5,2,2,4,2,2,1,5,14815
"11013","ENSG00000166164",1510,2812,834,199,200,505,211,50,604,1749,637,493,6,36,71,84,236,698,1280,1262,278,1623,1650,2184,1374,1092,1629,1265,640,1652,49916
"11014","ENSG00000166165",238,228,259,86,112,1334,40,64,324,431,160,732,17,6,8,0,650,594,233,152,0,0,347,162,111,313,472,348,194,131,3201
"11015","ENSG00000166166",173,305,318,171,224,340,81,62,190,422,419,439,0,7,20,18,0,623,228,323,0,622,324,175,97,336,479,240,281,304,7901
"11016","ENSG00000166167",375,409,173,1,63,190,39,1,109,388,206,117,3,2,25,0,0,318,270,265,0,660,379,397,90,194,300,192,179,252,203288
"11017","ENSG00000166169",691,773,627,159,318,1164,134,1,373,851,1044,805,30,110,27,24,1,1850,552,741,75,851,739,354,220,776,890,519,710,1036,9388
"11018","ENSG00000166170",927,1126,470,14,117,444,77,104,347,975,444,350,0,4,7,55,0,436,680,580,75,489,947,865,702,670,1036,607,318,864,6270
"11019","ENSG00000166171",68,32,139,89,70,162,12,0,38,96,33,94,0,0,13,11,7,45,25,95,0,2,43,46,43,24,74,37,25,88,21321
"11021","ENSG00000166181",1134,1086,295,49,48,225,43,0,209,1230,756,162,20,0,5,0,0,875,1173,1288,9,387,1266,1163,368,459,645,620,296,670,32575
